meta.uuid,More environmental protection,More wealth redistribution,Lower taxes,More jobs,Less immigration,Better schools,Better healthcare,Higher wages,Higher pensions,Better enforcement of law and order,Equal rights for minority groups,"Lower costs of living (e.g. rent, water, energy)","Better public services (e.g. transportation, waste management)","Better infrastructure (e.g. roads, sidewalks)",Other,None of these
4abb19a0-f0f8-0134-5e8c-0aeaf0818377,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2
4ad21aa0-eb28-0134-0d8e-0a6b3886cf3d,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2
4ad8a850-f032-0134-55aa-0a6b3886cf3d,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2
4aeef980-f3aa-0134-2a22-0a80a991f55d,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2
4afcf710-edda-0134-ec13-0a6b3886cf3d,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2
4b4edea0-ebf8-0134-3010-0aeaf0818377,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2
4b811930-eddb-0134-8b41-0a6b3886cf3d,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2
4b987870-ef9f-0134-9294-0aeaf0818377,2,2,1,2,2,1,2,1,1,2,2,1,2,2,2,2
4bbdaca0-ee54-0134-3324-0a6b3886cf3d,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2
4bc5ca10-edfb-0134-8347-0aeaf0818377,2,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2
4bed6ca0-f14a-0134-7c20-0aeaf0818377,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
4c67c930-eec8-0134-7213-0a6b3886cf3d,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2
4c7a5df0-edfe-0134-bc10-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
4c8bb440-ed9b-0134-c92c-0a6b3886cf3d,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2
4cdd93b0-ed29-0134-c9a4-0aeaf0818377,2,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2
4ce27360-eec2-0134-5f4b-0a6b3886cf3d,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2
4ce99bc0-ed72-0134-8b6d-0a6b3886cf3d,2,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2
4d27cca0-f4e7-0134-017d-0a2d04121181,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2
4d627e90-ee1a-0134-0fb8-0aeaf0818377,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2
4e01dda0-eebb-0134-adb1-0aeaf0818377,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2
4e524400-ebd4-0134-33bc-0a6b3886cf3d,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,2
4e7105d0-ede1-0134-bb81-0aeaf0818377,1,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2
4e784520-ee6a-0134-5341-0aeaf0818377,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4e7ce870-efad-0134-4a63-0aeaf0818377,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2
4e88cc60-ed83-0134-e5e4-0a6b3886cf3d,2,2,2,2,1,1,2,1,2,1,2,1,2,2,2,2
4e891a90-ef40-0134-2850-0aeaf0818377,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2
4ee4f700-f080-0134-92ed-0a6b3886cf3d,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2
4f118820-ea2f-0134-600e-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4f23ed70-f0a4-0134-ae2b-0aeaf0818377,2,2,1,2,2,2,1,2,1,2,1,1,2,2,2,2
4f68dee0-eebe-0134-52fd-0a6b3886cf3d,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2
4f8a07d0-ee54-0134-e1ba-0aeaf0818377,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2
4fb2bb40-efd7-0134-9504-0a6b3886cf3d,2,1,2,2,2,2,2,1,1,2,2,1,2,1,2,2
4fc088d0-ef85-0134-a7d0-0aeaf0818377,2,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2
500d7a30-ed36-0134-5850-0aeaf0818377,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2
501421a0-edde-0134-937e-0a6b3886cf3d,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2
50302dc0-f174-0134-2ef5-0a6b3886cf3d,2,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2
504a6f80-eeb3-0134-c5a1-0a6b3886cf3d,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2
5061d1b0-eff2-0134-c81c-0aeaf0818377,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2
50dda8b0-f085-0134-25bf-0aeaf0818377,2,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2
50fae950-ea2b-0134-2c0f-0a6b3886cf3d,2,1,2,2,1,2,2,2,1,1,2,1,2,2,2,2
51324c00-efb3-0134-71e4-0aeaf0818377,2,1,1,2,2,2,2,2,1,2,2,1,2,1,2,2
51661040-ee2e-0134-fd4d-0aeaf0818377,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2
51751600-ee9b-0134-e43f-0aeaf0818377,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
51abf060-eea4-0134-7438-0a6b3886cf3d,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2
51c13140-ed52-0134-0cca-0aeaf0818377,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2
51e65940-ed34-0134-b431-0a6b3886cf3d,2,2,2,2,2,1,1,2,2,1,2,1,2,1,2,2
51f01cd0-f1bf-0134-8328-0a6b3886cf3d,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2
5201e560-eb22-0134-fb75-0a6b3886cf3d,1,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2
520dfc40-ee1c-0134-1696-0aeaf0818377,2,2,1,1,1,2,2,2,1,2,2,1,2,2,2,2
525d54e0-ed4c-0134-2c8d-0aeaf0818377,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2
52c38860-ef1e-0134-810b-0a6b3886cf3d,2,2,2,2,2,1,1,1,2,2,1,2,2,2,1,2
52c7f020-f477-0134-328f-0aec2244eae5,1,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2
530c6560-f3c1-0134-351e-0a80a991f55d,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2
530f1b60-f06e-0134-edb8-0aeaf0818377,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2
533350d0-ed88-0134-f30a-0a6b3886cf3d,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2
534b5e50-ee8d-0134-cab9-0aeaf0818377,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2
539e5070-ecbe-0134-2839-0a6b3886cf3d,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2
53a3fca0-efa9-0134-001c-0a6b3886cf3d,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2
53b491e0-f06f-0134-c756-0a6b3886cf3d,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2
53b7e9c0-f431-0134-ef05-0a7e36e19983,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2
53e477f0-f024-0134-3cf7-0aeaf0818377,1,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2
53f78740-edb4-0134-895a-0a6b3886cf3d,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2
53f830e0-efb6-0134-2aa5-0a6b3886cf3d,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2
546e0ff0-ee3c-0134-40f3-0aeaf0818377,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2
54776950-ee40-0134-b4ed-0a6b3886cf3d,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2
54ed4470-edee-0134-e536-0a6b3886cf3d,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2
558639d0-ee32-0134-933b-0a6b3886cf3d,1,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2
55976940-efc4-0134-7209-0a6b3886cf3d,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2
55d63f40-eb7f-0134-123c-0a6b3886cf3d,2,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2
55e50820-eed1-0134-356d-0aeaf0818377,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,2
55e73970-ee38-0134-a5af-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
56178460-f114-0134-534e-0a6b3886cf3d,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2
561ff290-ed86-0134-1661-0aeaf0818377,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2
562efa50-f453-0134-7ad4-0a80a991f55d,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2
566a8ba0-ee1c-0134-16a0-0aeaf0818377,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2
569bf7a0-ee1c-0134-3e5b-0a6b3886cf3d,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2
56bf6e20-eabd-0134-6f8b-0aeaf0818377,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
56f9d2a0-ed56-0134-6431-0a6b3886cf3d,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2
56fab300-eefd-0134-8a39-0aeaf0818377,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2
57498ab0-ef13-0134-1457-0a6b3886cf3d,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2
575b4280-ebfa-0134-b72a-0aeaf0818377,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2
5760f430-ef57-0134-4b74-0aeaf0818377,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2
576cf0c0-f099-0134-8a0e-0a6b3886cf3d,2,2,1,2,2,2,1,1,1,2,2,2,2,1,2,2
576f8dc0-eeb6-0134-cedf-0a6b3886cf3d,2,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2
57bf2e10-efc0-0134-a26e-0a6b3886cf3d,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2
57c010d0-eec4-0134-65de-0a6b3886cf3d,1,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2
57dba210-ec86-0134-4be1-0aeaf0818377,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2
57fbee70-ee55-0134-ad24-0a6b3886cf3d,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2
58083500-ee3a-0134-abd1-0a6b3886cf3d,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,2
582223f0-eec2-0134-8480-0aeaf0818377,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2
58852c60-ed70-0134-30db-0a6b3886cf3d,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2
5893fbe0-ef13-0134-7c10-0aeaf0818377,2,2,2,1,2,1,1,2,1,2,2,2,2,1,2,2
58a79e30-eda8-0134-724b-0a6b3886cf3d,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2
58aa5530-eeaf-0134-ba0e-0a6b3886cf3d,2,2,2,2,2,2,1,1,2,1,2,1,2,1,2,2
58e3b4a0-efc7-0134-79cb-0a6b3886cf3d,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2
590f1090-eed8-0134-d78c-0a6b3886cf3d,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2
59560300-f3c7-0134-b07a-0a7e36e19983,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2
596f95a0-ed77-0134-84ae-0a6b3886cf3d,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2
59abf7c0-ee43-0134-bd31-0a6b3886cf3d,1,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2
59b87f00-f2d9-0134-afb7-0aec2244eae5,2,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2
59e4c530-ebe5-0134-9184-0a6b3886cf3d,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2
59f72b90-efa4-0134-f0ab-0a6b3886cf3d,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2
59f86230-eee3-0134-0eef-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
5a1788c0-f144-0134-4287-0aeaf0818377,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2
5a76fa00-ee21-0134-d057-0aeaf0818377,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2
5a7e2460-eecb-0134-250f-0aeaf0818377,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2
5a7fdc40-eff4-0134-2b39-0a6b3886cf3d,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2
5a85b9b0-ed35-0134-55de-0aeaf0818377,2,2,1,1,2,2,2,1,2,1,2,2,2,1,2,2
5aa69c70-ed4e-0134-9b4d-0a6b3886cf3d,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2
5ab97050-eede-0134-eb93-0a6b3886cf3d,2,2,1,2,2,2,1,2,1,2,1,1,2,2,2,2
5b08b1e0-f228-0134-d55c-0a6b3886cf3d,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2
5b2360b0-f006-0134-eafc-0aeaf0818377,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2
5b3fe590-ee1a-0134-0fe5-0aeaf0818377,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2
5b4bef30-f2ba-0134-b109-0aeaf0818377,2,2,2,2,1,2,2,1,2,1,1,1,2,2,2,2
5b7cefb0-ee1c-0134-3e6b-0a6b3886cf3d,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2
5babc3c0-ed73-0134-8e11-0a6b3886cf3d,1,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2
5bc27a60-ed84-0134-0dea-0aeaf0818377,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
5c370440-ea4d-0134-e115-0aeaf0818377,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2
5c91f500-ee87-0134-3c92-0a6b3886cf3d,2,2,1,2,2,2,1,1,2,1,2,2,2,1,2,2
5ccf7aa0-ef00-0134-6c6f-0a6b3886cf3d,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2
5d247880-f022-0134-56bd-0aeaf0818377,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2
5d412b10-f15a-0134-a6ad-0aeaf0818377,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2
5d5333b0-eecc-0134-7e35-0a6b3886cf3d,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2
5d7f7720-eeaf-0134-f4db-0aeaf0818377,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2
5d87a290-f091-0134-449d-0aeaf0818377,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2
5d9aca60-ebfd-0134-be8a-0aeaf0818377,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2
5da3e990-f040-0134-a87d-0aeaf0818377,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2
5e14d680-edfa-0134-09b0-0a6b3886cf3d,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2
5e6ebf60-eccd-0134-bc7f-0a6b3886cf3d,2,2,2,1,2,2,1,1,2,1,2,1,2,2,2,2
5e7fbe80-ebec-0134-a674-0a6b3886cf3d,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2
5ebc20a0-eecb-0134-7baf-0a6b3886cf3d,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2
5ec657c0-f12d-0134-0b1e-0a6b3886cf3d,2,2,2,1,1,2,1,2,1,2,2,2,2,1,2,2
5ec6e8a0-ea47-0134-cc26-0aeaf0818377,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2
5edd1cf0-ee00-0134-c2a1-0a6b3886cf3d,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2
5ef61b30-eeba-0134-46bd-0a6b3886cf3d,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2
5f02ab50-efd2-0134-29d4-0aeaf0818377,2,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2
5f193010-ea1c-0134-6b08-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
5f5775a0-ee72-0134-0158-0a6b3886cf3d,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2
5f600620-efdb-0134-9330-0aeaf0818377,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2
5fb38c30-ee3e-0134-b882-0a6b3886cf3d,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2
5fb93c60-ebe1-0134-e6a7-0aeaf0818377,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2
5fbaeb70-eeb0-0134-f82d-0aeaf0818377,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2
5fcf9100-ea1b-0134-6847-0a6b3886cf3d,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2
60244be0-eec6-0134-6c14-0a6b3886cf3d,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2
6059d200-ed8e-0134-a1ec-0aeaf0818377,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2
606e9f60-eca6-0134-892c-0a6b3886cf3d,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2
6070c5a0-ea77-0134-15b4-0aeaf0818377,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,2
6082a570-eea0-0134-6b1a-0a6b3886cf3d,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2
60a0d9c0-ecf9-0134-e1e7-0a6b3886cf3d,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2
60c6a710-f477-0134-8f0d-0a80a991f55d,2,2,2,2,2,1,1,2,1,2,2,1,2,1,2,2
60d0f780-f46c-0134-2c8d-0aec2244eae5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
61042600-ee95-0134-d91d-0aeaf0818377,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2
613d5e60-f183-0134-bf10-0a6b3886cf3d,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2
615546f0-f116-0134-578c-0a6b3886cf3d,2,2,2,1,2,1,2,1,2,1,2,1,2,2,2,2
61923e50-ebc0-0134-e68b-0a6b3886cf3d,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2
61b40d30-eec9-0134-1ef7-0aeaf0818377,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2
61d3aba0-f03a-0134-9c35-0aeaf0818377,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2
61d5fc80-ee2c-0134-cecd-0a6b3886cf3d,1,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2
62163bc0-ebaf-0134-f6e2-0aeaf0818377,2,2,1,2,1,2,2,1,2,2,1,2,2,1,2,2
621e21b0-ea6a-0134-f4ba-0aeaf0818377,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
622340b0-ed56-0134-1b67-0aeaf0818377,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
6256c6d0-ee32-0134-9358-0a6b3886cf3d,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2
6283a310-ed79-0134-8957-0a6b3886cf3d,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2
6284d2a0-ee74-0134-9b11-0aeaf0818377,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2
6286f630-ee2c-0134-f686-0aeaf0818377,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2
633de8c0-eec4-0134-6607-0a6b3886cf3d,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2
636e4ea0-f214-0134-0fc9-0aeaf0818377,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2
6374eca0-f0f7-0134-5cfd-0aeaf0818377,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
63805230-ef57-0134-8239-0a6b3886cf3d,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2
6384b220-ed62-0134-6238-0a6b3886cf3d,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2
63898b00-eeb5-0134-cbf6-0a6b3886cf3d,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2
63a777d0-edfa-0134-09bd-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
63d18870-ebe7-0134-9747-0a6b3886cf3d,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2
63daf4c0-ee14-0134-9b17-0aeaf0818377,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2
63e25050-ea34-0134-e3f0-0a6b3886cf3d,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2
644341d0-eed3-0134-91d7-0a6b3886cf3d,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2
647cded0-eea9-0134-2d0b-0a6b3886cf3d,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2
647edd20-ea1d-0134-d6b4-0aeaf0818377,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2
64c64720-ef22-0134-eec1-0a6b3886cf3d,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2
64d20270-ed30-0134-aab1-0a6b3886cf3d,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,2
64dc5510-eed1-0134-8c3a-0a6b3886cf3d,2,2,2,2,2,1,2,1,2,2,2,1,1,2,1,2
65095930-eac7-0134-6ef5-0aeaf0818377,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2
65300110-f08f-0134-3fbd-0aeaf0818377,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2
653396a0-ee43-0134-bd52-0a6b3886cf3d,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2
6536ffb0-ee90-0134-4d3a-0a6b3886cf3d,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2
65783970-eddb-0134-8b7d-0a6b3886cf3d,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2
65944d60-eef4-0134-4865-0a6b3886cf3d,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2
65afa1e0-f249-0134-f2a9-0a6b3886cf3d,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
65b7b0b0-eed3-0134-3b30-0aeaf0818377,2,2,2,2,1,2,1,2,1,1,2,2,2,1,2,2
65ca0fc0-ed88-0134-f339-0a6b3886cf3d,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2
65d29810-ede1-0134-bbc0-0aeaf0818377,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2
660d5c10-eeb8-0134-407d-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
6612ffb0-eb06-0134-11be-0aeaf0818377,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2
662f16c0-eb7b-0134-0a3d-0a6b3886cf3d,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2
663ba2f0-f0b0-0134-57ac-0aeaf0818377,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2
665b94c0-eeea-0134-ce6a-0aeaf0818377,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2
6698b1b0-eec5-0134-0ba7-0aeaf0818377,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2
66bce520-eeba-0134-0ed6-0aeaf0818377,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2
66c24550-ee28-0134-c144-0a6b3886cf3d,2,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2
66c67d60-eca5-0134-4509-0a6b3886cf3d,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,2
671f8f70-ed0c-0134-b12b-0aeaf0818377,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
6721e480-ed77-0134-6fe3-0aeaf0818377,1,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2
6773a300-ead0-0134-85a1-0aeaf0818377,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2
6776e9e0-ee34-0134-9976-0a6b3886cf3d,1,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2
677824f0-f300-0134-5a77-0a7e36e19983,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2
67f75370-eded-0134-63b5-0aeaf0818377,2,2,2,1,2,1,1,2,2,2,2,1,2,1,2,2
680f90b0-ec04-0134-ee08-0a6b3886cf3d,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2
68199d20-eac9-0134-742a-0aeaf0818377,2,1,2,2,1,2,2,2,1,1,2,1,2,2,2,2
68214f70-ee3a-0134-ac18-0a6b3886cf3d,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2
68339d60-ee1a-0134-b03f-0a6b3886cf3d,1,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2
684aec40-ede5-0134-c7d3-0aeaf0818377,2,2,2,1,2,1,1,2,2,1,2,1,2,2,2,2
6853d390-ecb6-0134-126f-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
68600630-ea73-0134-72ce-0a6b3886cf3d,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2
68783ae0-ef98-0134-456e-0a6b3886cf3d,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2
68e751d0-ed80-0134-035b-0aeaf0818377,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2
68e97470-f0a3-0134-abad-0aeaf0818377,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2
68f14690-ee45-0134-c2ff-0a6b3886cf3d,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2
691b6490-eece-0134-2d68-0aeaf0818377,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2
6921fff0-eef2-0134-4231-0a6b3886cf3d,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2
695615b0-eea4-0134-7479-0a6b3886cf3d,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2
6986de60-f201-0134-c6bc-0aeaf0818377,1,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2
69b17090-eb63-0134-544a-0aeaf0818377,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2
69dcea80-ed3f-0134-35eb-0a6b3886cf3d,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2
69fc3460-ead7-0134-a5e0-0a6b3886cf3d,2,2,1,2,2,2,1,1,2,1,2,1,2,2,2,2
6a0916d0-ee33-0134-9652-0a6b3886cf3d,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2
6a2dcb80-eee7-0134-1c68-0a6b3886cf3d,2,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2
6a3ae600-ed46-0134-1b42-0aeaf0818377,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
6ab593f0-f08c-0134-14f9-0a6b3886cf3d,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2
6ab866b0-eef2-0134-9661-0aeaf0818377,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
6adfcd40-eec0-0134-5985-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
6b232850-ee4d-0134-1ffe-0a6b3886cf3d,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2
6b2c9cb0-edfc-0134-8642-0aeaf0818377,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2
6b46bdb0-eee6-0134-1928-0a6b3886cf3d,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2
